									2018 Outcome														2016 Outcome														2014 Outcome														2012 Outcome														2010 Outcome
2018										Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm
Index	FIPS	County	State	Index	CD	FIPS	County	State	Tot Vote	Dem Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.
2562	48059	Callahan	TX	2562	11	48059	Callahan	TX	4994	519	10.40%	4416	88.40%	3897	78.00%	R	R4		ff0000	0.618	1	1.6	5234	0	0.00%	4897	93.60%	4560	93.60%	R	R5		990000	0.618	1	1.6	2829	0	0.00%	2637	93.20%	2445	93.20%	R	R5		990000	0.618	1	1.6	5087	791	15.50%	4125	81.10%	3334	65.50%	R	R4		ff0000	0.618	1	1.6	3484	513	14.70%	2832	81.30%	2319	66.60%	R	R4		ff0000	0.618	1	1.6
2563	48061	Cameron	TX	2563	34	48061	Cameron	TX	76858	50226	65.30%	26632	34.70%	23594	-30.70%	D	B2		99ccff	0.618	2	2.6	90194	62035	68.80%	28159	31.20%	33876	-37.60%	D	B2		99ccff	0.618	2	2.6	38954	25564	65.60%	12587	32.30%	12977	-33.30%	D	B2		99ccff	0.618	1	1.6	75272	50200	66.70%	23723	31.50%	26477	-35.20%	D	B2		99ccff	0.618	2	2.6	40388	22140	54.80%	15931	39.40%	6209	-15.40%	D	B1		cce5ff	0.618	1	1.6
2564	48063	Camp	TX	2564	4	48063	Camp	TX	3878	1073	27.70%	2778	71.60%	1705	44.00%	R	R3		ff7878	0.618	1	1.6	3910	0	0.00%	3330	85.20%	2750	85.20%	R	R5		990000	0.618	1	1.6	1976	0	0.00%	1976	100.00%	1976	100.00%	R	R5		990000	0.618	1	1.6	4247	1391	32.80%	2740	64.50%	1349	31.80%	R	R2		ff9999	0.618	1	1.6	3036	940	31.00%	1989	65.50%	1049	34.60%	R	R2		ff9999	0.618	1	1.6
2565	48065	Carson	TX	2565	13	48065	Carson	TX	2447	197	8.10%	2216	90.60%	2019	82.50%	R	R5		990000	0.618	1	1.6	2818	0	0.00%	2585	91.70%	2412	91.70%	R	R5		990000	0.618	1	1.6	1857	164	8.80%	1635	88.00%	1471	79.20%	R	R5		990000	0.618	1	1.6	2618	0	0.00%	2442	93.30%	2442	93.30%	R	R5		990000	0.618	1	1.6	1803	0	0.00%	1577	87.50%	1444	87.50%	R	R5		990000	0.618	1	1.6
2566	48067	Cass	TX	2566	4	48067	Cass	TX	10254	1960	19.10%	8217	80.10%	6257	61.00%	R	R4		ff0000	0.618	1	1.6	10699	0	0.00%	9744	91.10%	8789	91.10%	R	R5		990000	0.618	1	1.6	5165	0	0.00%	5165	100.00%	5165	100.00%	R	R5		990000	0.618	1	1.6	11522	3066	26.60%	8250	71.60%	5184	45.00%	R	R3		ff7878	0.618	1	1.6	7018	1637	23.30%	5026	71.60%	3389	48.30%	R	R3		ff7878	0.618	1	1.6
2567	48069	Castro	TX	2567	19	48069	Castro	TX	1596	381	23.90%	1215	76.10%	834	52.30%	R	R3		ff7878	0.618	1	1.6	1658	0	0.00%	1465	88.40%	1335	88.40%	R	R5		990000	0.618	1	1.6	1138	197	17.30%	908	79.80%	711	62.50%	R	R4		ff0000	0.618	1	1.6	1703	0	0.00%	1539	90.40%	1539	90.40%	R	R5		990000	0.618	1	1.6	1373	337	24.50%	1008	73.40%	671	48.90%	R	R3		ff7878	0.618	1	1.6
2568	48071	Chambers	TX	2568	36	48071	Chambers	TX	15121	2787	18.40%	12334	81.60%	9547	63.10%	R	R4		ff0000	0.618	1	1.6	14896	0	0.00%	13756	92.30%	12616	92.30%	R	R5		990000	0.618	1	1.6	8366	1301	15.60%	6932	82.90%	5631	67.30%	R	R4		ff0000	0.618	1	1.6	14200	2702	19.00%	11093	78.10%	8391	59.10%	R	R3		ff7878	0.618	1	1.6	9585	1651	17.20%	7934	82.80%	6283	65.60%	R	R4		ff0000	0.618	1	1.6
2569	48073	Cherokee	TX	2569	5	48073	Cherokee	TX	14804	3186	21.50%	11606	78.40%	8420	56.90%	R	R3		ff7878	0.618	1	1.6	14697	0	0.00%	13026	88.60%	11355	88.60%	R	R5		990000	0.618	1	1.6	8357	0	0.00%	7555	90.40%	6753	90.40%	R	R5		990000	0.618	1	1.6	15734	3824	24.30%	11529	73.30%	7705	49.00%	R	R3		ff7878	0.618	1	1.6	11245	2563	22.80%	8437	75.00%	5874	52.20%	R	R3		ff7878	0.618	1	1.6
2570	48075	Childress	TX	2570	13	48075	Childress	TX	1757	201	11.40%	1541	87.70%	1340	76.30%	R	R4		ff0000	0.618	1	1.6	1928	0	0.00%	1817	94.20%	1738	94.20%	R	R5		990000	0.618	1	1.6	1084	112	10.30%	953	87.90%	841	77.60%	R	R4		ff0000	0.618	1	1.6	1768	0	0.00%	1678	94.90%	1678	94.90%	R	R5		990000	0.618	1	1.6	987	0	0.00%	897	90.90%	838	90.90%	R	R5		990000	0.618	1	1.6
2571	48077	Clay	TX	2571	13	48077	Clay	TX	4279	458	10.70%	3770	88.10%	3312	77.40%	R	R4		ff0000	0.618	1	1.6	4769	0	0.00%	4435	93.00%	4201	93.00%	R	R5		990000	0.618	1	1.6	2819	312	11.10%	2420	85.80%	2108	74.80%	R	R4		ff0000	0.618	1	1.6	4755	0	0.00%	4295	90.30%	4295	90.30%	R	R5		990000	0.618	1	1.6	3235	0	0.00%	2684	83.00%	2275	83.00%	R	R5		990000	0.618	1	1.6
2572	48079	Cochran	TX	2572	19	48079	Cochran	TX	678	125	18.40%	553	81.60%	428	63.10%	R	R4		ff0000	0.618	1	1.6	799	0	0.00%	712	89.10%	656	89.10%	R	R5		990000	0.618	1	1.6	488	65	13.30%	395	80.90%	330	67.60%	R	R4		ff0000	0.618	1	1.6	827	0	0.00%	718	86.80%	718	86.80%	R	R5		990000	0.618	1	1.6	565	106	18.80%	443	78.40%	337	59.60%	R	R4		ff0000	0.618	1	1.6
2573	48081	Coke	TX	2573	11	48081	Coke	TX	1312	109	8.30%	1184	90.20%	1075	81.90%	R	R5		990000	0.618	1	1.6	1344	0	0.00%	1270	94.50%	1196	94.50%	R	R5		990000	0.618	1	1.6	737	0	0.00%	685	92.90%	633	92.90%	R	R5		990000	0.618	1	1.6	1398	164	11.70%	1191	85.20%	1027	73.50%	R	R4		ff0000	0.618	1	1.6	1048	111	10.60%	894	85.30%	783	74.70%	R	R4		ff0000	0.618	1	1.6
2574	48083	Coleman	TX	2574	11	48083	Coleman	TX	3119	326	10.50%	2763	88.60%	2437	78.10%	R	R4		ff0000	0.618	1	1.6	3362	0	0.00%	3151	93.70%	2940	93.70%	R	R5		990000	0.618	1	1.6	2158	0	0.00%	1965	91.10%	1772	91.10%	R	R5		990000	0.618	1	1.6	3392	468	13.80%	2856	84.20%	2388	70.40%	R	R4		ff0000	0.618	1	1.6	2597	330	12.70%	2190	84.30%	1860	71.60%	R	R4		ff0000	0.618	1	1.6
2575	48085	Collin	TX	2575		48085	Collin	TX	350822	150918	43.00%	194359	55.40%	43441	12.40%	R	R1		ffcccc	0.618	6	6.6	349091	109420	31.30%	220731	63.20%	111311	31.90%	R	R2		ff9999	0.618	6	6.6	154573	2787	1.80%	126614	81.90%	101738	80.10%	R	R5		990000	0.618	3	3.6	216296	7574	3.50%	207863	96.10%	200289	92.60%	R	R5		990000	0.618	4	4.6	154411	40230	26.10%	109105	70.70%	68875	44.60%	R	R3		ff7878	0.618	3	3.6
2576	48087	Collingsworth	TX	2576	13	48087	Collingsworth	TX	933	91	9.80%	832	89.20%	741	79.40%	R	R5		990000	0.618	1	1.6	1078	0	0.00%	1027	95.30%	993	95.30%	R	R5		990000	0.618	1	1.6	820	87	10.60%	714	87.10%	627	76.50%	R	R4		ff0000	0.618	1	1.6	1049	0	0.00%	974	92.90%	974	92.90%	R	R5		990000	0.618	1	1.6	781	0	0.00%	685	87.70%	630	87.70%	R	R5		990000	0.618	1	1.6
2577	48089	Colorado	TX	2577	10	48089	Colorado	TX	7544	1730	22.90%	5704	75.60%	3974	52.70%	R	R3		ff7878	0.618	1	1.6	8255	1776	21.50%	6293	76.20%	4517	54.70%	R	R3		ff7878	0.618	1	1.6	4992	969	19.40%	3925	78.60%	2956	59.20%	R	R3		ff7878	0.618	1	1.6	7732	1911	24.70%	5671	73.30%	3760	48.60%	R	R3		ff7878	0.618	1	1.6	6202	1488	24.00%	4653	75.00%	3165	51.00%	R	R3		ff7878	0.618	1	1.6
2578	48091	Comal	TX	2578		48091	Comal	TX	61343	16326	26.60%	43915	71.60%	27589	45.00%	R	R3		ff7878	0.618	2	2.6	61797	12621	20.40%	46344	75.00%	33723	54.60%	R	R3		ff7878	0.618	2	2.6	33145	1773	5.30%	27430	82.80%	24922	77.40%	R	R4		ff0000	0.618	1	1.6	50423	10704	21.20%	38070	75.50%	27366	54.30%	R	R3		ff7878	0.618	1	1.6	34239	5772	16.90%	27290	79.70%	21518	62.80%	R	R4		ff0000	0.618	1	1.6
2579	48093	Comanche	TX	2579	11	48093	Comanche	TX	4589	671	14.60%	3867	84.30%	3196	69.60%	R	R4		ff0000	0.618	1	1.6	4758	0	0.00%	4377	92.00%	3996	92.00%	R	R5		990000	0.618	1	1.6	2778	0	0.00%	2556	92.00%	2334	92.00%	R	R5		990000	0.618	1	1.6	4769	888	18.60%	3779	79.20%	2891	60.60%	R	R4		ff0000	0.618	1	1.6	3555	776	21.80%	2652	74.60%	1876	52.80%	R	R3		ff7878	0.618	1	1.6
2580	48095	Concho	TX	2580	11	48095	Concho	TX	974	132	13.60%	832	85.40%	700	71.90%	R	R4		ff0000	0.618	1	1.6	966	0	0.00%	904	93.60%	842	93.60%	R	R5		990000	0.618	1	1.6	552	0	0.00%	515	93.30%	478	93.30%	R	R5		990000	0.618	1	1.6	983	173	17.60%	789	80.30%	616	62.70%	R	R4		ff0000	0.618	1	1.6	856	147	17.20%	674	78.70%	527	61.60%	R	R4		ff0000	0.618	1	1.6
2581	48097	Cooke	TX	2581	13	48097	Cooke	TX	14327	2175	15.20%	11974	83.60%	9799	68.40%	R	R4		ff0000	0.618	1	1.6	14682	0	0.00%	13380	91.10%	12532	91.10%	R	R5		990000	0.618	1	1.6	8725	997	11.40%	7508	86.10%	6511	74.60%	R	R4		ff0000	0.618	1	1.6	12891	0	0.00%	11628	90.20%	11628	90.20%	R	R5		990000	0.618	1	1.6	8936	968	10.80%	7566	84.70%	6598	73.80%	R	R4		ff0000	0.618	1	1.6
2582	48099	Coryell	TX	2582	25	48099	Coryell	TX	15832	4859	30.70%	10705	67.60%	5846	36.90%	R	R2		ff9999	0.618	1	1.6	18042	4942	27.40%	12406	68.80%	7464	41.40%	R	R3		ff7878	0.618	1	1.6	8568	1916	22.40%	6411	74.80%	4495	52.50%	R	R3		ff7878	0.618	1	1.6	16156	5026	31.10%	10573	65.40%	5547	34.30%	R	R2		ff9999	0.618	1	1.6	8590	0	0.00%	7331	85.30%	7331	85.30%	R	R5		990000	0.618	1	1.6
2583	48101	Cottle	TX	2583	13	48101	Cottle	TX	555	87	15.70%	460	82.90%	373	67.20%	R	R4		ff0000	0.618	1	1.6	529	0	0.00%	485	91.70%	453	91.70%	R	R5		990000	0.618	1	1.6	357	42	11.80%	303	84.90%	261	73.10%	R	R4		ff0000	0.618	1	1.6	621	0	0.00%	560	90.20%	560	90.20%	R	R5		990000	0.618	1	1.6	374	0	0.00%	328	87.70%	303	87.70%	R	R5		990000	0.618	1	1.6
2584	48103	Crane	TX	2584	23	48103	Crane	TX	1045	234	22.40%	787	75.30%	553	52.90%	R	R3		ff7878	0.618	1	1.6	1351	313	23.20%	1000	74.00%	687	50.90%	R	R3		ff7878	0.618	1	1.6	826	211	25.50%	604	73.10%	393	47.60%	R	R3		ff7878	0.618	1	1.6	1230	286	23.30%	907	73.70%	621	50.50%	R	R3		ff7878	0.618	1	1.6	791	107	13.50%	656	82.90%	549	69.40%	R	R4		ff0000	0.618	1	1.6
2585	48105	Crockett	TX	2585	23	48105	Crockett	TX	1259	333	26.40%	904	71.80%	571	45.40%	R	R3		ff7878	0.618	1	1.6	1365	462	33.80%	875	64.10%	413	30.30%	R	R2		ff9999	0.618	1	1.6	828	333	40.20%	485	58.60%	152	18.40%	R	R1		ffcccc	0.618	1	1.6	1376	574	41.70%	779	56.60%	205	14.90%	R	R1		ffcccc	0.618	1	1.6	934	300	32.10%	570	61.00%	270	28.90%	R	R2		ff9999	0.618	1	1.6
2586	48107	Crosby	TX	2586	19	48107	Crosby	TX	1407	382	27.10%	1025	72.90%	643	45.70%	R	R3		ff7878	0.618	1	1.6	1444	0	0.00%	1291	89.40%	1182	89.40%	R	R5		990000	0.618	1	1.6	1055	239	22.70%	790	74.90%	551	52.20%	R	R3		ff7878	0.618	1	1.6	1413	0	0.00%	1235	87.40%	1235	87.40%	R	R5		990000	0.618	1	1.6	1005	0	0.00%	892	88.80%	822	88.80%	R	R5		990000	0.618	1	1.6
2587	48109	Culberson	TX	2587	23	48109	Culberson	TX	774	461	59.60%	286	37.00%	175	-22.60%	D	B2		99ccff	0.618	1	1.6	733	473	64.50%	240	32.70%	233	-31.80%	D	B2		99ccff	0.618	1	1.6	322	205	63.70%	116	36.00%	89	-27.60%	D	B2		99ccff	0.618	1	1.6	753	499	66.30%	233	30.90%	266	-35.30%	D	B2		99ccff	0.618	1	1.6	623	406	65.20%	185	29.70%	221	-35.50%	D	B2		99ccff	0.618	1	1.6
2588	48111	Dallam	TX	2588	13	48111	Dallam	TX	1112	121	10.90%	969	87.10%	848	76.30%	R	R4		ff0000	0.618	1	1.6	1457	0	0.00%	1337	91.80%	1252	91.80%	R	R5		990000	0.618	1	1.6	839	84	10.00%	731	87.10%	647	77.10%	R	R4		ff0000	0.618	1	1.6	1448	0	0.00%	1321	91.20%	1321	91.20%	R	R5		990000	0.618	1	1.6	881	0	0.00%	797	90.50%	744	90.50%	R	R5		990000	0.618	1	1.6
2589	48113	Dallas	TX	2589		48113	Dallas	TX	697527	460156	66.00%	212517	30.50%	247639	-35.50%	D	B2		99ccff	0.618	12	12.6	680296	268395	39.50%	312581	45.90%	44186	6.50%	R	R1		ffcccc	0.618	12	12.6	368985	185039	50.10%	152990	41.50%	32049	-8.70%	D	B1		cce5ff	0.618	7	7.6	694856	386092	55.60%	292412	42.10%	93680	-13.50%	D	B1		cce5ff	0.618	12	12.6	399637	171844	43.00%	209368	52.40%	37524	9.40%	R	R1		ffcccc	0.618	7	7.6
2590	48115	Dawson	TX	2590	11	48115	Dawson	TX	2985	678	22.70%	2277	76.30%	1599	53.60%	R	R3		ff7878	0.618	1	1.6	3044	0	0.00%	2802	92.00%	2560	92.00%	R	R5		990000	0.618	1	1.6	1808	0	0.00%	1710	94.60%	1612	94.60%	R	R5		990000	0.618	1	1.6	3489	869	24.90%	2577	73.90%	1708	49.00%	R	R3		ff7878	0.618	1	1.6	2836	646	22.80%	2106	74.30%	1460	51.50%	R	R3		ff7878	0.618	1	1.6
2591	48117	Deaf Smith	TX	2591	13	48117	Deaf Smith	TX	3758	921	24.50%	2792	74.30%	1871	49.80%	R	R3		ff7878	0.618	1	1.6	3633	0	0.00%	3263	89.80%	2985	89.80%	R	R5		990000	0.618	1	1.6	2712	403	14.90%	2242	82.70%	1839	67.80%	R	R4		ff0000	0.618	1	1.6	3681	0	0.00%	3314	90.00%	3314	90.00%	R	R5		990000	0.618	1	1.6	2490	399	16.00%	2046	82.20%	1647	66.10%	R	R4		ff0000	0.618	1	1.6
2592	48119	Delta	TX	2592	4	48119	Delta	TX	1915	310	16.20%	1577	82.30%	1267	66.20%	R	R4		ff0000	0.618	1	1.6	2042	0	0.00%	1875	91.80%	1708	91.80%	R	R5		990000	0.618	1	1.6	1028	0	0.00%	1028	100.00%	1028	100.00%	R	R5		990000	0.618	1	1.6	1968	447	22.70%	1479	75.20%	1032	52.40%	R	R3		ff7878	0.618	1	1.6	1519	343	22.60%	1103	72.60%	760	50.00%	R	R3		ff7878	0.618	1	1.6
2593	48121	Denton	TX	2593		48121	Denton	TX	292233	122377	41.90%	165109	56.50%	42732	14.60%	R	R1		ffcccc	0.618	5	5.6	296085	96159	32.50%	187717	63.40%	91558	30.90%	R	R2		ff9999	0.618	5	5.6	129543	7315	5.60%	101706	78.50%	81184	72.90%	R	R4		ff0000	0.618	3	3.6	238589	73503	30.80%	157758	66.10%	84255	35.30%	R	R2		ff9999	0.618	4	4.6	126032	25665	20.40%	93877	74.50%	68212	54.10%	R	R3		ff7878	0.618	3	3.6
2594	48123	DeWitt	TX	2594	34	48123	DeWitt	TX	6067	1096	18.10%	4971	81.90%	3875	63.90%	R	R4		ff0000	0.618	1	1.6	6631	1182	17.80%	5449	82.20%	4267	64.30%	R	R4		ff0000	0.618	1	1.6	3912	593	15.20%	3260	83.30%	2667	68.20%	R	R4		ff0000	0.618	1	1.6	6368	1269	19.90%	4945	77.70%	3676	57.70%	R	R3		ff7878	0.618	1	1.6	4408	948	21.50%	3326	75.50%	2378	53.90%	R	R3		ff7878	0.618	1	1.6
2595	48125	Dickens	TX	2595	13	48125	Dickens	TX	750	94	12.50%	654	87.20%	560	74.70%	R	R4		ff0000	0.618	1	1.6	827	0	0.00%	773	93.50%	740	93.50%	R	R5		990000	0.618	1	1.6	510	52	10.20%	449	88.00%	397	77.80%	R	R4		ff0000	0.618	1	1.6	874	0	0.00%	805	92.10%	805	92.10%	R	R5		990000	0.618	1	1.6	774	0	0.00%	683	88.20%	616	88.20%	R	R5		990000	0.618	1	1.6
2596	48127	Dimmit	TX	2596	23	48127	Dimmit	TX	2864	2020	70.50%	788	27.50%	1232	-43.00%	D	B3		6a5acd	0.618	1	1.6	3144	2038	64.80%	933	29.70%	1105	-35.10%	D	B2		99ccff	0.618	1	1.6	1863	1346	72.20%	459	24.60%	887	-47.60%	D	B3		6a5acd	0.618	1	1.6	2778	2047	73.70%	626	22.50%	1421	-51.20%	D	B3		6a5acd	0.618	1	1.6	1920	1357	70.70%	471	24.50%	886	-46.10%	D	B3		6a5acd	0.618	1	1.6
2597	48129	Donley	TX	2597	13	48129	Donley	TX	1274	113	8.90%	1134	89.00%	1021	80.10%	R	R5		990000	0.618	1	1.6	1406	0	0.00%	1266	90.00%	1171	90.00%	R	R5		990000	0.618	1	1.6	935	92	9.80%	815	87.20%	723	77.30%	R	R4		ff0000	0.618	1	1.6	1450	0	0.00%	1354	93.40%	1354	93.40%	R	R5		990000	0.618	1	1.6	1121	0	0.00%	1001	89.30%	941	89.30%	R	R5		990000	0.618	1	1.6
2598	48131	Duval	TX	2598	15	48131	Duval	TX	3880	3022	77.90%	808	20.80%	2214	-57.10%	D	B3		6a5acd	0.618	1	1.6	3917	2985	76.20%	774	19.80%	2211	-56.40%	D	B3		6a5acd	0.618	1	1.6	2971	2402	80.80%	525	17.70%	1877	-63.20%	D	B4		0000cd	0.618	1	1.6	4132	3487	84.40%	608	14.70%	2879	-69.70%	D	B4		0000cd	0.618	1	1.6	2740	2120	77.40%	573	20.90%	1547	-56.50%	D	B3		6a5acd	0.618	1	1.6
2599	48133	Eastland	TX	2599	11	48133	Eastland	TX	6197	751	12.10%	5387	86.90%	4636	74.80%	R	R4		ff0000	0.618	1	1.6	6458	0	0.00%	6025	93.30%	5592	93.30%	R	R5		990000	0.618	1	1.6	3726	0	0.00%	3468	93.10%	3210	93.10%	R	R5		990000	0.618	1	1.6	6402	1090	17.00%	5108	79.80%	4018	62.80%	R	R4		ff0000	0.618	1	1.6	4302	708	16.50%	3468	80.60%	2760	64.20%	R	R4		ff0000	0.618	1	1.6
2600	48135	Ector	TX	2600	11	48135	Ector	TX	30402	7904	26.00%	22040	72.50%	14136	46.50%	R	R3		ff7878	0.618	1	1.6	31396	0	0.00%	27242	86.80%	23088	86.80%	R	R5		990000	0.618	1	1.6	13618	0	0.00%	12171	89.40%	10724	89.40%	R	R5		990000	0.618	1	1.6	32234	7335	22.80%	24065	74.70%	16730	51.90%	R	R3		ff7878	0.618	1	1.6	19330	3172	16.40%	15521	80.30%	12349	63.90%	R	R4		ff0000	0.618	1	1.6
2601	48137	Edwards	TX	2601	23	48137	Edwards	TX	756	144	19.00%	601	79.50%	457	60.40%	R	R4		ff0000	0.618	1	1.6	1013	289	28.50%	683	67.40%	394	38.90%	R	R2		ff9999	0.618	1	1.6	795	293	36.90%	471	59.20%	178	22.40%	R	R2		ff9999	0.618	1	1.6	829	230	27.70%	558	67.30%	328	39.60%	R	R2		ff9999	0.618	1	1.6	917	349	38.10%	489	53.30%	140	15.30%	R	R1		ffcccc	0.618	1	1.6
2602	48139	Ellis	TX	2602	6	48139	Ellis	TX	59742	18022	30.20%	40883	68.40%	22861	38.30%	R	R2		ff9999	0.618	1	1.6	62835	14749	23.50%	46324	73.70%	31575	50.30%	R	R3		ff7878	0.618	2	2.6	31786	6946	21.90%	23960	75.40%	17014	53.50%	R	R3		ff7878	0.618	1	1.6	53115	13215	24.90%	38211	71.90%	24996	47.10%	R	R3		ff7878	0.618	1	1.6	30709	6659	21.70%	22854	74.40%	16195	52.70%	R	R3		ff7878	0.618	1	1.6
2603	48141	El Paso	TX	2603		48141	El Paso	TX	199649	138506	69.40%	52512	26.30%	85994	-43.10%	D	B3		6a5acd	0.618	4	4.6	195894	166969	85.20%	3136	1.60%	148690	-83.60%	D	B5		80	0.618	4	4.6	80029	54823	68.50%	22546	28.20%	32277	-40.30%	D	B2		99ccff	0.618	2	2.6	169516	112909	66.60%	53648	31.60%	59261	-35.00%	D	B2		99ccff	0.618	3	3.6	87498	51055	58.30%	31785	36.30%	19270	-22.00%	D	B2		99ccff	0.618	2	2.6
2604	48143	Erath	TX	2604		48143	Erath	TX	12484	2202	17.60%	10126	81.10%	7924	63.50%	R	R4		ff0000	0.618	1	1.6	13051	986	7.60%	11261	86.30%	10275	78.70%	R	R4		ff0000	0.618	1	1.6	7012	496	7.10%	6167	87.90%	5671	80.90%	R	R5		990000	0.618	1	1.6	11996	1992	16.60%	9643	80.40%	7651	63.80%	R	R4		ff0000	0.618	1	1.6	7774	0	0.00%	6937	89.20%	6937	89.20%	R	R5		990000	0.618	1	1.6
2605	48145	Falls	TX	2605	17	48145	Falls	TX	4662	1381	29.60%	3251	69.70%	1870	40.10%	R	R2		ff9999	0.618	1	1.6	5159	1512	29.30%	3539	68.60%	2027	39.30%	R	R2		ff9999	0.618	1	1.6	2975	816	27.40%	2119	71.20%	1303	43.80%	R	R3		ff7878	0.618	1	1.6	4110	0	0.00%	3442	83.70%	3442	83.70%	R	R5		990000	0.618	1	1.6	3044	0	0.00%	2573	84.50%	2573	84.50%	R	R5		990000	0.618	1	1.6
2606	48147	Fannin	TX	2606	4	48147	Fannin	TX	10692	1913	17.90%	8624	80.70%	6711	62.80%	R	R4		ff0000	0.618	1	1.6	10616	0	0.00%	9577	90.20%	8538	90.20%	R	R5		990000	0.618	1	1.6	4918	0	0.00%	4918	100.00%	4918	100.00%	R	R5		990000	0.618	1	1.6	10659	2534	23.80%	7772	72.90%	5238	49.10%	R	R3		ff7878	0.618	1	1.6	7274	1646	22.60%	5160	70.90%	3514	48.30%	R	R3		ff7878	0.618	1	1.6
2607	48149	Fayette	TX	2607	10	48149	Fayette	TX	10345	2029	19.60%	8183	79.10%	6154	59.50%	R	R3		ff7878	0.618	1	1.6	10851	1864	17.20%	8741	80.60%	6877	63.40%	R	R4		ff0000	0.618	1	1.6	7316	1170	16.00%	5973	81.60%	4803	65.70%	R	R4		ff0000	0.618	1	1.6	10116	2247	22.20%	7732	76.40%	5485	54.20%	R	R3		ff7878	0.618	1	1.6	8025	2085	26.00%	5857	73.00%	3772	47.00%	R	R3		ff7878	0.618	1	1.6
2608	48151	Fisher	TX	2608	19	48151	Fisher	TX	1474	306	20.80%	1168	79.20%	862	58.50%	R	R3		ff7878	0.618	1	1.6	1485	0	0.00%	1314	88.50%	1199	88.50%	R	R5		990000	0.618	1	1.6	1204	385	32.00%	785	65.20%	400	33.20%	R	R2		ff9999	0.618	1	1.6	1315	0	0.00%	1064	80.90%	1064	80.90%	R	R5		990000	0.618	1	1.6	1293	450	34.80%	810	62.60%	360	27.80%	R	R2		ff9999	0.618	1	1.6
2609	48153	Floyd	TX	2609		48153	Floyd	TX	1863	415	22.30%	1442	77.40%	1027	55.10%	R	R3		ff7878	0.618	1	1.6	1714	0	0.00%	1596	93.10%	1518	93.10%	R	R5		990000	0.618	1	1.6	1083	119	11.00%	946	87.30%	827	76.40%	R	R4		ff0000	0.618	1	1.6	1721	0	0.00%	1592	92.50%	1592	92.50%	R	R5		990000	0.618	1	1.6	1523	260	17.10%	1240	81.40%	980	64.30%	R	R4		ff0000	0.618	1	1.6
2610	48155	Foard	TX	2610	13	48155	Foard	TX	431	101	23.40%	324	75.20%	223	51.70%	R	R3		ff7878	0.618	1	1.6	440	0	0.00%	393	89.30%	364	89.30%	R	R5		990000	0.618	1	1.6	311	88	28.30%	217	69.80%	129	41.50%	R	R3		ff7878	0.618	1	1.6	380	0	0.00%	345	90.80%	345	90.80%	R	R5		990000	0.618	1	1.6	235	0	0.00%	191	81.30%	161	81.30%	R	R5		990000	0.618	1	1.6
2611	48157	Fort Bend	TX	2611		48157	Fort Bend	TX	248723	135149	54.30%	103712	41.70%	31437	-12.60%	D	B1		cce5ff	0.618	5	5.6	260207	126028	48.40%	134179	51.60%	8151	3.10%	R	R1		ffcccc	0.618	5	5.6	127639	54192	42.50%	69044	54.10%	14852	11.60%	R	R1		ffcccc	0.618	3	3.6	216816	92026	42.40%	117629	54.30%	25603	11.80%	R	R1		ffcccc	0.618	4	4.6	135469	50714	37.40%	82147	60.60%	31433	23.20%	R	R2		ff9999	0.618	3	3.6
2612	48159	Franklin	TX	2612	4	48159	Franklin	TX	3929	567	14.40%	3319	84.50%	2752	70.00%	R	R4		ff0000	0.618	1	1.6	4052	0	0.00%	3647	90.00%	3242	90.00%	R	R5		990000	0.618	1	1.6	2221	0	0.00%	2221	100.00%	2221	100.00%	R	R5		990000	0.618	1	1.6	4138	737	17.80%	3265	78.90%	2528	61.10%	R	R4		ff0000	0.618	1	1.6	3327	584	17.60%	2569	77.20%	1985	59.70%	R	R4		ff0000	0.618	1	1.6
2613	48161	Freestone	TX	2613	17	48161	Freestone	TX	6611	1304	19.70%	5248	79.40%	3944	59.70%	R	R4		ff0000	0.618	1	1.6	7389	1357	18.40%	5869	79.40%	4512	61.10%	R	R4		ff0000	0.618	1	1.6	4368	840	19.20%	3439	78.70%	2599	59.50%	R	R3		ff7878	0.618	1	1.6	6087	0	0.00%	5360	88.10%	5360	88.10%	R	R5		990000	0.618	1	1.6	4891	1058	21.60%	3728	76.20%	2670	54.60%	R	R3		ff7878	0.618	1	1.6
